application_id: 1	name: MCS_distance_10.0_sigmaloc1_10.0_sigmaloc2_10.0_sigmasigmaloc1_2.0_sigmasigmaloc2_2.0_frames_10_numberofspots_1000_sample-heterogeneity_0_repeat_1.txt	filepath: /Volumes/blank	nr_pixels_x: 512	nr_pixels_y: 512	pixel_size: 159.0	nr_spots: 1046	box_size: 12	nr_channels: 2	nr_frames: 10	nr_slices: 1	nr_pos: 400	location_units: NM	intensity_units: PHOTONS	fit_mode: 1	is_track: false	has_Z: false
molecule	frame	slice	channel	pos	x_position	y_position	x(nm)	y(nm)	intensity	background	width	a	theta	sigma	int_ratio	alt_sigma	intensity_aperture	background_aperture
155	5	1	2	8	1	1	12507.5221319	12493.9559213	1	1	1	1	1	8.89015616374	1	1	1	1
156	6	1	2	8	1	1	12493.0569844	12502.0723064	1	1	1	1	1	12.6807661918	1	1	1	1
157	7	1	2	8	1	1	12516.6690795	12509.4196898	1	1	1	1	1	8.7644314814	1	1	1	1
158	8	1	2	8	1	1	12493.7173493	12515.7497211	1	1	1	1	1	13.6304368587	1	1	1	1
159	9	1	2	8	1	1	12484.2208062	12508.4515262	1	1	1	1	1	12.3691369965	1	1	1	1
160	10	1	2	8	1	1	12494.3602383	12519.2900477	1	1	1	1	1	9.04140062603	1	1	1	1
161	1	1	1	9	1	1	12506.4702528	12524.1260966	1	1	1	1	1	11.3565771571	1	1	1	1
162	2	1	1	9	1	1	12498.5995631	12492.2534068	1	1	1	1	1	7.73580004339	1	1	1	1
163	3	1	1	9	1	1	12507.662295	12507.9638686	1	1	1	1	1	14.1432217121	1	1	1	1
164	4	1	1	9	1	1	12498.5770878	12498.962194	1	1	1	1	1	10.0255745112	1	1	1	1
165	5	1	1	9	1	1	12495.6182255	12506.1926474	1	1	1	1	1	9.02072731899	1	1	1	1
166	6	1	1	9	1	1	12508.2300648	12489.1929631	1	1	1	1	1	6.42881361828	1	1	1	1
167	7	1	1	9	1	1	12487.6281163	12492.329131	1	1	1	1	1	9.94699798965	1	1	1	1
168	8	1	1	9	1	1	12501.994154	12492.1547328	1	1	1	1	1	9.95139899622	1	1	1	1
169	9	1	1	9	1	1	12502.0662465	12498.110374	1	1	1	1	1	8.99429660207	1	1	1	1
170	10	1	1	9	1	1	12504.6056369	12501.2477572	1	1	1	1	1	7.09452327419	1	1	1	1
171	1	1	2	9	1	1	12510.0178432	12512.4673501	1	1	1	1	1	5.7416662912	1	1	1	1
172	2	1	2	9	1	1	12514.3018099	12499.9445695	1	1	1	1	1	9.21389443622	1	1	1	1
173	3	1	2	9	1	1	12512.6050596	12493.4258415	1	1	1	1	1	10.8938315312	1	1	1	1
174	4	1	2	9	1	1	12509.2227343	12508.5326507	1	1	1	1	1	13.2519499488	1	1	1	1
175	5	1	2	9	1	1	12522.1324211	12481.6532755	1	1	1	1	1	10.5370490706	1	1	1	1
176	6	1	2	9	1	1	12515.1273255	12498.187596	1	1	1	1	1	7.45973504277	1	1	1	1
177	7	1	2	9	1	1	12522.4903718	12474.1997084	1	1	1	1	1	13.5410983609	1	1	1	1
178	8	1	2	9	1	1	12494.9617736	12489.7974364	1	1	1	1	1	13.3393662585	1	1	1	1
179	9	1	2	9	1	1	12510.5310343	12503.590251	1	1	1	1	1	7.66729360456	1	1	1	1
180	10	1	2	9	1	1	12512.9263185	12494.726853	1	1	1	1	1	10.4437466976	1	1	1	1
181	1	1	1	10	1	1	12502.8514867	12500.4985657	1	1	1	1	1	10.9762834423	1	1	1	1
182	2	1	1	10	1	1	12496.1407818	12495.904512	1	1	1	1	1	7.56911516596	1	1	1	1
183	3	1	1	10	1	1	12502.3264589	12493.648832	1	1	1	1	1	9.24246526679	1	1	1	1
184	4	1	1	10	1	1	12521.2756707	12469.2417054	1	1	1	1	1	11.1647487797	1	1	1	1
185	5	1	1	10	1	1	12496.9494452	12504.4717231	1	1	1	1	1	8.55903018832	1	1	1	1
186	6	1	1	10	1	1	12502.1407776	12506.816211	1	1	1	1	1	9.83664760897	1	1	1	1
187	7	1	1	10	1	1	12503.791831	12488.6597031	1	1	1	1	1	10.0878774977	1	1	1	1
188	8	1	1	10	1	1	12500.8161015	12490.8078886	1	1	1	1	1	8.43826890547	1	1	1	1
189	9	1	1	10	1	1	12505.2468932	12504.0328408	1	1	1	1	1	11.3902378181	1	1	1	1
190	10	1	1	10	1	1	12494.2669029	12517.6200956	1	1	1	1	1	11.2581409823	1	1	1	1
191	1	1	2	10	1	1	12517.4804125	12496.4780315	1	1	1	1	1	11.8408619784	1	1	1	1
192	2	1	2	10	1	1	12514.6094891	12501.3775305	1	1	1	1	1	7.82893077813	1	1	1	1
193	3	1	2	10	1	1	12502.1708432	12485.2106067	1	1	1	1	1	11.238331456	1	1	1	1
194	4	1	2	10	1	1	12499.3465194	12503.3149886	1	1	1	1	1	10.5754828508	1	1	1	1
195	5	1	2	10	1	1	12534.3397433	12494.5075019	1	1	1	1	1	11.5375964477	1	1	1	1
196	6	1	2	10	1	1	12516.8222181	12497.8754925	1	1	1	1	1	6.52445437061	1	1	1	1
197	7	1	2	10	1	1	12522.4330561	12485.2766846	1	1	1	1	1	12.3825793682	1	1	1	1
198	8	1	2	10	1	1	12501.0643518	12504.4981231	1	1	1	1	1	9.60809474338	1	1	1	1
199	9	1	2	10	1	1	12500.2867477	12503.6466614	1	1	1	1	1	10.6859576029	1	1	1	1
200	10	1	2	10	1	1	12507.6728875	12495.6458668	1	1	1	1	1	10.3519772842	1	1	1	1
201	1	1	1	11	1	1	12500.9898377	12498.414067	1	1	1	1	1	6.02628748828	1	1	1	1
202	2	1	1	11	1	1	12503.8344018	12498.7476501	1	1	1	1	1	9.56216644904	1	1	1	1
203	3	1	1	11	1	1	12480.0015461	12498.5839727	1	1	1	1	1	13.1602603099	1	1	1	1
204	4	1	1	11	1	1	12488.9600632	12489.3767988	1	1	1	1	1	12.1205816735	1	1	1	1
205	5	1	1	11	1	1	12502.2694517	12511.8857917	1	1	1	1	1	9.03485512487	1	1	1	1
206	6	1	1	11	1	1	12488.9976472	12503.6257425	1	1	1	1	1	10.2048960596	1	1	1	1
207	7	1	1	11	1	1	12505.0171026	12502.8270813	1	1	1	1	1	12.7697683683	1	1	1	1
208	8	1	1	11	1	1	12502.5662919	12499.2012647	1	1	1	1	1	8.85793938484	1	1	1	1
209	9	1	1	11	1	1	12508.7118078	12500.2453517	1	1	1	1	1	9.65630093558	1	1	1	1
210	10	1	1	11	1	1	12509.4112001	12502.468249	1	1	1	1	1	14.0463123947	1	1	1	1
211	1	1	2	11	1	1	12507.9125305	12519.1244503	1	1	1	1	1	10.0113661064	1	1	1	1
212	2	1	2	11	1	1	12509.9660382	12487.3481943	1	1	1	1	1	10.1372549408	1	1	1	1
213	3	1	2	11	1	1	12500.5477488	12491.7972307	1	1	1	1	1	8.78834645707	1	1	1	1
214	4	1	2	11	1	1	12516.8552822	12504.6365691	1	1	1	1	1	7.52738864425	1	1	1	1
215	5	1	2	11	1	1	12510.5812918	12483.4328339	1	1	1	1	1	10.9335395474	1	1	1	1
216	6	1	2	11	1	1	12521.9750164	12509.6129086	1	1	1	1	1	8.0388386067	1	1	1	1
217	7	1	2	11	1	1	12510.3094453	12506.2474208	1	1	1	1	1	7.75694649078	1	1	1	1
218	8	1	2	11	1	1	12511.5624359	12502.8496993	1	1	1	1	1	11.3204025847	1	1	1	1
219	9	1	2	11	1	1	12511.0946938	12486.7691778	1	1	1	1	1	8.24864193739	1	1	1	1
220	10	1	2	11	1	1	12514.727392	12498.2289915	1	1	1	1	1	8.61562046202	1	1	1	1
221	1	1	1	12	1	1	12504.9477571	12505.6741901	1	1	1	1	1	7.23309309472	1	1	1	1
222	2	1	1	12	1	1	12501.5448749	12504.266521	1	1	1	1	1	7.10093295858	1	1	1	1
223	3	1	1	12	1	1	12497.5819486	12484.1756645	1	1	1	1	1	10.2525410073	1	1	1	1
224	4	1	1	12	1	1	12512.890831	12486.8921103	1	1	1	1	1	12.1461198608	1	1	1	1
225	5	1	1	12	1	1	12496.339974	12490.1524118	1	1	1	1	1	14.4129691698	1	1	1	1
226	6	1	1	12	1	1	12497.673201	12492.6121388	1	1	1	1	1	9.13743110171	1	1	1	1
227	7	1	1	12	1	1	12507.2751811	12496.3656498	1	1	1	1	1	9.65939080473	1	1	1	1
228	8	1	1	12	1	1	12490.4016174	12495.8497981	1	1	1	1	1	10.8460275875	1	1	1	1
229	9	1	1	12	1	1	12522.7508793	12504.5551206	1	1	1	1	1	7.8922974718	1	1	1	1
230	10	1	1	12	1	1	12498.311194	12490.4051189	1	1	1	1	1	12.1780899166	1	1	1	1
231	1	1	2	12	1	1	12511.3446266	12509.4010767	1	1	1	1	1	9.00439473034	1	1	1	1
232	2	1	2	12	1	1	12519.4384675	12500.0549957	1	1	1	1	1	10.2310433091	1	1	1	1
233	3	1	2	12	1	1	12505.1799901	12494.9005199	1	1	1	1	1	9.45730554467	1	1	1	1
234	4	1	2	12	1	1	12512.7898201	12507.4449444	1	1	1	1	1	5.80746783605	1	1	1	1
235	5	1	2	12	1	1	12502.3318865	12500.0559917	1	1	1	1	1	8.79917899877	1	1	1	1
236	6	1	2	12	1	1	12509.635775	12512.861055	1	1	1	1	1	9.7223199851	1	1	1	1
237	7	1	2	12	1	1	12490.2683207	12477.2638506	1	1	1	1	1	10.7962212582	1	1	1	1
238	8	1	2	12	1	1	12508.300358	12496.7214274	1	1	1	1	1	11.6161512832	1	1	1	1
239	9	1	2	12	1	1	12505.0747751	12482.9840113	1	1	1	1	1	10.816640334	1	1	1	1
240	10	1	2	12	1	1	12509.073781	12505.7408741	1	1	1	1	1	10.0651825859	1	1	1	1
241	1	1	1	13	1	1	12485.8024618	12499.1414693	1	1	1	1	1	12.1773328729	1	1	1	1
242	2	1	1	13	1	1	12484.9185389	12498.7361259	1	1	1	1	1	8.98480771171	1	1	1	1
243	3	1	1	13	1	1	12495.5986126	12503.0811724	1	1	1	1	1	6.76636952868	1	1	1	1
244	4	1	1	13	1	1	12507.281133	12486.2741288	1	1	1	1	1	10.1499050152	1	1	1	1
245	5	1	1	13	1	1	12498.8050515	12497.0632857	1	1	1	1	1	6.88017465474	1	1	1	1
246	6	1	1	13	1	1	12490.2920835	12493.1715857	1	1	1	1	1	9.39449247064	1	1	1	1
247	7	1	1	13	1	1	12516.3571664	12496.6887653	1	1	1	1	1	14.0062831361	1	1	1	1
248	8	1	1	13	1	1	12484.9089797	12500.1102939	1	1	1	1	1	11.3212802535	1	1	1	1
249	9	1	1	13	1	1	12485.7343257	12492.5718378	1	1	1	1	1	7.63406104214	1	1	1	1
250	10	1	1	13	1	1	12502.3949667	12499.447807	1	1	1	1	1	9.74225741039	1	1	1	1
251	1	1	2	13	1	1	12500.7995392	12504.880663	1	1	1	1	1	8.72912424222	1	1	1	1
252	2	1	2	13	1	1	12511.1326305	12483.2692229	1	1	1	1	1	8.76993724848	1	1	1	1
